timestamp,step_idx,stage,op,component,layer,label,score,threshold,decision
2026-03-27T13:23:48.443917+00:00,-1,0,baseline,baseline,-1,Llama-3.1-8B-Instruct-multi-truth-judge,73.25,0.0,baseline
2026-03-27T13:25:56.507808+00:00,0,1,merge,mlp,17,Llama-3.1-8B-Instruct-multi-truth-judge,72.32,2.0,accepted
2026-03-27T13:28:05.841037+00:00,1,1,merge,mlp,29,Llama-3.1-8B-Instruct-multi-truth-judge,72.34,2.0,accepted
2026-03-27T13:30:14.724878+00:00,2,1,merge,mlp,31,Llama-3.1-8B-Instruct-multi-truth-judge,71.22,2.0,accepted
2026-03-27T13:32:26.273840+00:00,3,1,merge,mlp,14,Llama-3.1-8B-Instruct-multi-truth-judge,70.94,2.0,accepted
2026-03-27T13:34:33.480754+00:00,4,1,merge,mlp,20,Llama-3.1-8B-Instruct-multi-truth-judge,70.99,2.0,accepted
2026-03-27T13:36:43.295555+00:00,5,1,merge,mlp,12,Llama-3.1-8B-Instruct-multi-truth-judge,70.82,2.0,accepted
2026-03-27T13:38:52.932979+00:00,6,1,merge,mlp,25,Llama-3.1-8B-Instruct-multi-truth-judge,70.8,2.0,accepted
2026-03-27T13:41:00.515910+00:00,7,1,merge,mlp,27,Llama-3.1-8B-Instruct-multi-truth-judge,71.11,2.0,accepted
2026-03-27T13:43:06.441421+00:00,8,1,merge,mlp,8,Llama-3.1-8B-Instruct-multi-truth-judge,71.31,2.0,accepted
2026-03-27T13:45:15.289184+00:00,9,1,merge,mlp,10,Llama-3.1-8B-Instruct-multi-truth-judge,71.41,2.0,accepted
2026-03-27T13:47:23.590018+00:00,10,1,merge,mlp,23,Llama-3.1-8B-Instruct-multi-truth-judge,71.56,2.0,accepted
2026-03-27T13:49:31.828623+00:00,11,1,merge,mlp,4,Llama-3.1-8B-Instruct-multi-truth-judge,71.42,2.0,accepted
2026-03-27T13:51:38.609661+00:00,12,1,merge,mlp,6,Llama-3.1-8B-Instruct-multi-truth-judge,71.48,2.0,accepted
2026-03-27T13:53:46.286057+00:00,13,1,merge,mlp,2,Llama-3.1-8B-Instruct-multi-truth-judge,71.4,2.0,accepted
2026-03-27T13:55:54.007789+00:00,14,1,merge,mlp,18,Llama-3.1-8B-Instruct-multi-truth-judge,71.42,2.0,accepted
2026-03-27T13:58:02.195080+00:00,15,1,merge,mlp,13,Llama-3.1-8B-Instruct-multi-truth-judge,71.62,2.0,accepted
2026-03-27T14:00:10.244817+00:00,16,1,merge,mlp,21,Llama-3.1-8B-Instruct-multi-truth-judge,71.64,2.0,accepted
2026-03-27T14:02:20.065344+00:00,17,1,merge,mlp,28,Llama-3.1-8B-Instruct-multi-truth-judge,72.08,2.0,accepted
2026-03-27T14:04:28.009081+00:00,18,1,merge,mlp,15,Llama-3.1-8B-Instruct-multi-truth-judge,71.89,2.0,accepted
2026-03-27T14:06:37.399567+00:00,19,1,merge,mlp,26,Llama-3.1-8B-Instruct-multi-truth-judge,72.29,2.0,accepted
2026-03-27T14:08:44.292169+00:00,20,1,merge,mlp,11,Llama-3.1-8B-Instruct-multi-truth-judge,72.42,2.0,accepted
2026-03-27T14:10:50.975451+00:00,21,1,merge,mlp,9,Llama-3.1-8B-Instruct-multi-truth-judge,72.49,2.0,accepted
2026-03-27T14:13:02.130610+00:00,22,1,merge,mlp,7,Llama-3.1-8B-Instruct-multi-truth-judge,72.79,2.0,accepted
2026-03-27T14:15:10.740690+00:00,23,1,merge,mlp,19,Llama-3.1-8B-Instruct-multi-truth-judge,72.92,2.0,accepted
2026-03-27T14:17:16.132709+00:00,24,1,merge,mlp,24,Llama-3.1-8B-Instruct-multi-truth-judge,72.93,2.0,accepted
2026-03-27T14:19:23.917718+00:00,25,1,merge,mlp,16,Llama-3.1-8B-Instruct-multi-truth-judge,73.05,2.0,accepted
2026-03-27T14:21:33.023700+00:00,26,1,merge,mlp,22,Llama-3.1-8B-Instruct-multi-truth-judge,73.11,2.0,accepted
2026-03-27T14:23:40.178033+00:00,27,1,merge,mlp,5,Llama-3.1-8B-Instruct-multi-truth-judge,73.11,2.0,accepted
2026-03-27T14:25:48.392671+00:00,28,1,merge,mlp,3,Llama-3.1-8B-Instruct-multi-truth-judge,73.17,2.0,accepted
2026-03-27T14:27:57.829272+00:00,29,1,merge,attn,30,Llama-3.1-8B-Instruct-multi-truth-judge,73.53,2.0,accepted
2026-03-27T14:30:05.222038+00:00,30,1,merge,attn,28,Llama-3.1-8B-Instruct-multi-truth-judge,73.9,2.0,accepted
2026-03-27T14:32:12.406539+00:00,31,1,merge,attn,25,Llama-3.1-8B-Instruct-multi-truth-judge,73.91,2.0,accepted
2026-03-27T14:34:18.084240+00:00,32,1,merge,attn,18,Llama-3.1-8B-Instruct-multi-truth-judge,74.14,2.0,accepted
2026-03-27T14:36:25.496641+00:00,33,1,merge,attn,22,Llama-3.1-8B-Instruct-multi-truth-judge,74.23,2.0,accepted
2026-03-27T14:38:32.490250+00:00,34,1,merge,attn,10,Llama-3.1-8B-Instruct-multi-truth-judge,74.25,2.0,accepted
2026-03-27T14:40:39.885487+00:00,35,1,merge,attn,6,Llama-3.1-8B-Instruct-multi-truth-judge,74.31,2.0,accepted
2026-03-27T14:42:48.721945+00:00,36,1,merge,attn,20,Llama-3.1-8B-Instruct-multi-truth-judge,74.38,2.0,accepted
2026-03-27T14:44:56.779667+00:00,37,1,merge,attn,14,Llama-3.1-8B-Instruct-multi-truth-judge,74.44,2.0,accepted
2026-03-27T14:46:53.388333+00:00,38,1,merge,attn,12,Llama-3.1-8B-Instruct-multi-truth-judge,74.11,2.0,accepted
2026-03-27T14:48:48.978476+00:00,39,1,merge,attn,8,Llama-3.1-8B-Instruct-multi-truth-judge,74.37,2.0,accepted
2026-03-27T14:50:45.951545+00:00,40,1,merge,attn,4,Llama-3.1-8B-Instruct-multi-truth-judge,74.25,2.0,accepted
2026-03-27T14:52:40.279511+00:00,41,1,merge,attn,31,Llama-3.1-8B-Instruct-multi-truth-judge,74.25,2.0,accepted
2026-03-27T14:54:35.715898+00:00,42,1,merge,attn,27,Llama-3.1-8B-Instruct-multi-truth-judge,74.33,2.0,accepted
2026-03-27T14:56:31.105922+00:00,43,1,merge,attn,26,Llama-3.1-8B-Instruct-multi-truth-judge,74.41,2.0,accepted
2026-03-27T14:58:29.086537+00:00,44,1,merge,attn,24,Llama-3.1-8B-Instruct-multi-truth-judge,74.47,2.0,accepted
2026-03-27T15:00:23.945342+00:00,45,1,merge,attn,29,Llama-3.1-8B-Instruct-multi-truth-judge,74.95,2.0,accepted
2026-03-27T15:02:20.725482+00:00,46,1,merge,attn,23,Llama-3.1-8B-Instruct-multi-truth-judge,75.08,2.0,accepted
2026-03-27T15:04:14.234134+00:00,47,1,merge,attn,21,Llama-3.1-8B-Instruct-multi-truth-judge,75.26,2.0,accepted
2026-03-27T15:06:06.732505+00:00,48,1,merge,attn,17,Llama-3.1-8B-Instruct-multi-truth-judge,75.53,2.0,accepted
2026-03-27T15:08:00.775051+00:00,49,1,merge,attn,15,Llama-3.1-8B-Instruct-multi-truth-judge,75.35,2.0,accepted
2026-03-27T15:09:52.148240+00:00,50,1,merge,attn,9,Llama-3.1-8B-Instruct-multi-truth-judge,75.21,2.0,accepted
2026-03-27T15:11:46.483702+00:00,51,1,merge,attn,13,Llama-3.1-8B-Instruct-multi-truth-judge,74.83,2.0,accepted
2026-03-27T15:13:39.563198+00:00,52,1,merge,attn,11,Llama-3.1-8B-Instruct-multi-truth-judge,74.64,2.0,accepted
